Source_File,Page_Number,Formal_Context,Formal_Query,Colloquial_Query
RAUVISIOferro_CompleteProgramGuide.pdf,21,"RAUVISIO
Panel and finished component limited warranty
10-year limited warranty
REHAU Industries LLC
On the terms set forth in this Limited Warranty, REHAU Industries LLC (“REHAU”) warrants to the Authorized Claimant that the Covered 
Products will be free from Covered Defects during the Warranty Period.
Adjusted Warranty Payment: For the first two years of the Warranty Period, coverage includes 100% of the purchase price paid by the 
Original Purchaser for the defective Covered Products. For the remaining time of the Warranty Period, the Adjusted Warranty Payment shall 
be equal to such original purchase price reduced by 10% for each year after the end of year two of the Warranty Period.
Authorized Claimant: The Original Purchaser or the Original Property Owner; shall not include a subsequent purchaser of the real property.
Claims Procedure: All claims under this warranty must be submitted by the Authorized Claimant, in writing, promptly following discovery and 
must further submit proof of date of purchase. REHAU may require damaged product to be returned prior to judgment of claim. REHAU upon 
receipt of the above, within a reasonable time frame, will inspect the Covered Products.
For RAUVISIO panels:
“Covered Defects” are (i) a lack of flatness greater than 1.5 MM per 1 FT in any direction, (ii) a color change (of solid color surfaces only) from 
the original color supplied beyond a Delta E of 4.0, or (iii) delamination of the decorative surface to the wooden substrate. Covered Defects do 
not include defects and damages due to: (a) fabrication of Covered Products, (b) installation or altering of Covered Products, (c) ordinary wear 
and tear, (d) any failure of Original Purchaser, Property Owner, or any third party to comply with any recommendations of REHAU as to the 
fabrication, transportation, use or storage of Covered Products, and (e) accidents, misuse, abuse, chemicals, excessive temperature, water 
damage, impact of foreign objects, or any other causes or occurrences beyond REHAU’s control.
For RAUVISIO finished components:
“Covered Defects” are (i) a lack of flatness greater than 1.5 MM per 1 FT in any direction, (ii) a color change (of solid color surfaces only) from 
the original color supplied beyond a Delta E of 4.0, or (iii) delamination of the decorative surface or edgebanding. Covered Defects do not 
include defects and damages due to: (a) fabrication of Covered Products, (b) installation or altering of Covered Products, (c) ordinary wear and 
tear, (d) any failure of Original Purchaser, Property Owner, or any third party to comply with any recommendations of REHAU as to the fabri-
cation, transportation, use or storage of Covered Products, and (e) accidents, misuse, abuse, chemicals, excessive temperature, water damage, 
impact of foreign objects, or any other causes or occurrences beyond REHAU’s control.
“Covered Products” are laminates, panels, or finished components manufactured by REHAU for use in kitchen cabinet doors or other finished 
components in accordance with the recommendations and specifications of REHAU. These “Covered Products” are for indoor use only.
“Original Purchaser” is an individual or company that directly purchases Covered Products from REHAU.
“Original Property Owner” is the individual (or if more than one, individuals) or company that owns the real property at the time of installation 
of the Covered Products.
“Remedy” If REHAU determines that a claim is valid in accordance with the terms of this warranty, REHAU will at its option, either pay to the 
Authorized Claimant the Adjusted Warranty Payment for said defective Covered Product, or repair the defective Covered Product, or replace 
the defective Covered Product by shipping replacement finished products. If the defective Covered Product is no longer in production or for 
any reason is no longer available, REHAU will substitute, at its discretion, similar finished panels as a replacement. The Warranty Period for","What are the specific conditions under which REHAU Industries LLC will provide a remedy for defective RAUVISIO panels or finished components, and what is the process for submitting claims?","Hey, if my RAUVISIO panel breaks, how do I get it fixed or replaced? Do I need to send it back to you guys?"
RAUVISIOferro_CompleteProgramGuide.pdf,22,"any reason is no longer available, REHAU will substitute, at its discretion, similar finished panels as a replacement. The Warranty Period for 
replaced defective Covered Products will continue to be covered under the original Warranty Period.
“Warranty Period” is ten years from the date of purchase of the Covered Products by the Original Purchaser.
22","What is the policy for substituting defective finished panels with similar alternatives, and how does this affect the warranty period for replaced products?","If my panel breaks, can I get a new one that's kinda like it? And will my warranty still be good?"
RAUVISIOferro_CompleteProgramGuide.pdf,23,"THE WARRANTY GIVEN IN THIS DOCUMENT IS EXPRESSLY IN LIEU OF ALL OTHER WARRANTIES EXPRESS OR IMPLIED ON THE PART 
OF REHAU. REHAU DISCLAIMS ANY WARRANTY, EXPRESS OR IMPLIED, OF MERCHANTABILITY OR FITNESS FOR A PARTICULAR 
PURPOSE. IN NO EVENT WILL REHAU BE LIABLE FOR INDIRECT, CONSEQUENTIAL OR INCIDENTAL DAMAGES, INCLUDING, BUT NOT 
LIMITED TO, COSTS INCURRED IN THE FABRICATION OF THE REPLACEMENT PRODUCTS, INSTALLATION OF THE FINISHED PRODUCTS 
INTO THE STRUCTURE OR LOSS OF PROFIT, REVENUE OR GOODWILL WHETHER ARISING FROM NEGLIGENCE, TORT, CONTRACT, 
STRICT LIABILITY OR OTHERWISE. EXCEPT FOR THE EXPRESS LIABILITY SET FORTH ABOVE, REHAU DOES NOT ASSUME ANY FURTHER 
OBLIGATIONS OR LIABILITY. Some states or provinces may not allow limitations on implied warranties, and some states may not allow the 
exclusion or limitation of incidental or consequential damages, so these limitations or exclusions may not apply to you. These warranties give 
you specific legal rights, and you may also have other rights which vary from state to state or province to province.
23","What are the specific limitations and exclusions of liability stated in this warranty document, particularly with regards to indirect, consequential or incidental damages?",Can I still get compensated if something goes wrong even if it's not directly related to Reau's product?
RAUVISIOferro_CompleteProgramGuide.pdf,24,"RAUVISIO ferro™ Metallic PET Surface Board 
Section 06400
Architectural millwork specification information
01 General 
1.1 Related sections
 A. Section 06410 – Custom cabinets
 B. Section 12320 – Manufactured wood casework
 C. Section 12350 – Specialty casework
1.2 Submittals
 A. Submit under provisions of Section 01300
 B. Manufacturer’s data sheets on product being used
  1. RAUVISIO ferro technical information 
1.3 Quality assurance and testing
 A. Installer qualifications: Cabinet/millwork professional
 B. T esting information can be found in the RAUVISIO ferro technical information
1.4 Storage and handling
 A. Store products in manufacturer’s unopened packaging until ready for installation.
 B. Store in dry, protected, well-ventilated area and protect from damage.
 C. Store away from dust and debris.
1.5 Safety 
 A. T o ensure safety and proper use of the product, follow manufacturer‘s safety guidelines found in the RAUVISIO ferro technical  
      information.
1.6 Project conditions
 A. Maintain environmental conditional (temperature, humidity, and ventilation) within limits recommended by manufacturer for 
     optimal results. Do not install products under environmental conditions outside manufacturer’s absolute limits.
1.7 Warranty
 A. Provide manufacturer’s limited warranty 
02 Products
2.1  Manufacturers
 A. Acceptable manufacturer: REHAU Industries LLC 
    1501 Edwards Ferry Road NE Leesburg, VA 20176 
    (703) 777-5255 | info@rehau.com | www.rehau.com/us-en 
  B. Substitutions: Not permitted.
 C. Requests for substitutions will be considered in accordance with provisions of Section 01600.
2.2  RAUVISIO ferro Metallic PET Surface Board by REHAU Industries
 A. Approved product: REHAU’s RAUVISIO ferro Metallic PET Surface Board
  1. RAUVISIO ferro Metallic PET Surface Board fabricated by approved fabricator
   a. 18.6 mm RAUVISIO ferro Metallic PET Surface Board Metro Motion 2264L
   b. 18.6 mm RAUVISIO ferro Metallic PET Surface Board Empire Skyline 2266L
   c. 18.6 mm RAUVISIO ferro Metallic PET Surface Board Aegean Anchor 2263L
   d. 18.6 mm RAUVISIO ferro Metallic PET Surface Board Gilded Arrow 2265L 
24","What are the specific requirements for submitting and testing RAUVISIO ferro Metallic PET Surface Board products, as outlined in Section 06400 of the product manual?","Hey, what do I need to do with this RAUVISIO ferro stuff? Can I just store it anywhere and install it whenever I want?"
RAUVISIOferro_CompleteProgramGuide.pdf,25,"2.3  RAUVISIO ferro matching edgebanding by REHAU Industries
 A. Approved product: REHAU LaserEdge™ edgebanding
  1. RAUVISIO ferro Magic 3-D REHAU LaserEdge edgebanding, fabricated by approved manufacturer
   a. 23 mm x 1.2 mm REHAU LaserEdge Magic 3-D Metro Motion 3958E
   b. 23 mm x 1.2 mm REHAU LaserEdge Magic 3-D Empire Skyline 3962E
   c. 23 mm x 1.2 mm REHAU LaserEdge Magic 3-D Aegean Anchor 3956E
   d. 23 mm x 1.2 mm REHAU LaserEdge Magic 3-D Gilded Arrow 3957E
03 Execution
3.1  Examination
 A. Do not begin installation until all products are properly prepared and hardware installed.
3.2  Installation
 A. Install in accordance to manufacturer’s instructions found in the RAUVISIO ferro technical information using screw on European   
      concealed hinges.
3.3  Protection
 A. Protect installed product until completion of project.
 B. Remove peel coat after installation of product.
04 Links
 
4.1 RAUVISIO ferro technical information
 www.rehau.com/downloads/1045140/rauvisio-ferro-technical-information.pdf
4.2  RAUVISIO ferro board limited warranty
 www.rehau.com/downloads/1532224/rauvisio-panel-and-finished-component-limited-warranty.pdf
4.3  RAUVISIO ferro edgeband limited warranty
 www.rehau.com/downloads/734738/standard-purchase-terms-and-conditions.pdf
4.4  RAUVISIO ferro
 na.rehau.com/ferro
25","What are the specific requirements for preparing and installing RAUVISIO ferro Magic 3-D edgebanding products, as outlined in the REHAU Industries technical information?",How do I get started with installing this fancy edgebanding stuff from Rehau? Do I need to remove some kind of protective coating first?
RAUVISIOferro_CompleteProgramGuide.pdf,26,"RAUVISIO ferro™ Metallic PET Surface Cabinet Doors
Section 06400
Architectural millwork specification information
01 General 
1.1 Related sections
 A. Section 06410 – Custom cabinets
 B. Section 12320 – Manufactured wood casework
 C. Section 12350 – Specialty casework
1.2 Submittals
 A. Submit under provisions of Section 01300
 B. Manufacturer’s data sheets on product being used
  1. RAUVISIO ferro technical information 
1.3 Quality assurance and testing
 A. Installer qualifications: Cabinet/millwork professional
 B. T esting information can be found in the RAUVISIO ferro technical information
1.4 Storage and handling
 A. Store products in manufacturer’s unopened packaging until ready for installation.
 B. Store in dry, protected, well-ventilated area and protect from damage.
 C. Store away from dust and debris.
1.5 Safety 
 A. T o ensure safety and proper use of the product, follow manufacturer‘s safety guidelines found in the RAUVISIO ferro technical  
      information.
1.6 Project conditions
 A. Maintain environmental conditional (temperature, humidity, and ventilation) within limits recommended by manufacturer for 
  optimal results. Do not install products under environmental conditions outside manufacturer’s absolute limits.
1.7 Warranty
 A. Provide manufacturer’s limited warranty 
02 Products
2.1  Manufacturers
 A. Acceptable manufacturer: REHAU Industries LLC  
    1501 Edwards Ferry Road NE Leesburg, VA 20176 
    (703) 777-5255 | info@rehau.com | www.rehau.com/us-en 
  B. Substitutions: Not permitted.
 C. Requests for substitutions will be considered in accordance with provisions of Section 01600.
2.2  RAUVISIO ferro Metallic PET Surface Cabinet Doors by REHAU Industries
 A. Approved product: REHAU’s RAUVISIO ferro Metallic PET Surface Cabinet Doors
  1. RAUVISIO ferro Metallic PET Surface Cabinet Doors fabricated by approved fabricator
   a. 18.6 mm RAUVISIO ferro Metallic PET Surface Cabinet Doors Metro Motion 2264L
   b. 18.6 mm RAUVISIO ferro Metallic PET Surface Cabinet Doors Empire Skyline 2266L
   c. 18.6 mm RAUVISIO ferro Metallic PET Surface Cabinet Doors Aegean Anchor 2263L
   d. 18.6 mm RAUVISIO ferro Metallic PET Surface Cabinet Doors Gilded Arrow 2265L 
26",What are the specific requirements for storing and handling RAUVISIO ferro Metallic PET Surface Cabinet Doors to ensure optimal performance and prevent damage?,How do I store these cabinet doors so they don't get messed up or damaged?
RAUVISIOferro_CompleteProgramGuide.pdf,27,"03 Execution
3.1  Examination
 A. Do not begin installation until all products are properly prepared and hardware installed.
3.2  Installation
 A. Install in accordance to manufacturer’s instructions found in the RAUVISIO ferro technical information using screw on European   
      concealed hinges.
3.3  Protection
 A. Protect installed product until completion of project.
 B. Remove peel coat after installation of product.
04 Links
 
 4.1 RAUVISIO ferro technical information
 www.rehau.com/downloads/1045140/rauvisio-ferro-technical-information.pdf
4.2  RAUVISIO ferro cabinet door limited  warranty
 www.rehau.com/downloads/1532224/rauvisio-panel-and-finished-component-limited-warranty.pdf
4.3  RAUVISIO ferro
 na.rehau.com/ferro
27","What are the specific requirements for preparing products and hardware before commencing installation, as outlined in the RAUVISIO ferro technical information?",Do I need to do anything special with my stuff before putting it all together?
RAUVISIOferro_CompleteProgramGuide.pdf,28,"Customer Service Contacts
Hours    Monday to Friday, 8 am to 4:30 pm EST
Email    orders.us@rehau.com
na.rehau.com/surfaces
United States 
Phone (888) 734-2810     Fax (616) 285-7622
Canada
Phone (888) 905-0345     Fax (514) 905-0490
For updates to publication, visit  na.rehau.com/resourcecenter
The information contained herein is believed to be reliable, but no 
representations, guarantees or warranties of any kind are made as 
to its accuracy, suitability for particular applications or the results 
to be obtained therefrom. Before using, the user will determine 
suitability of the information for user’s intended use and shall 
assume all risk and liability in connection therewith.    
© 2025  REHAU        122.13 en   03.2025","What are the standard operating hours for the customer service department, and what is the recommended method of communication for submitting inquiries regarding product suitability?","Hey, what's the best way to get in touch with your team? Are they open on weekends or just during weekdays?"
RAUVISIO ferro Data Sheet.pdf,1,"RAUVISIO FERRO 
DATA SHEET 
 
 
 
© REHAU 2020   Page 1 of 1 
 
Properties Test Method Property or attribute Unit Result 
 
DIMENSIONAL TOLERANCES 
 
Dimensional Tolerances 
DIN 324-1 Thickness tolerance mm 18.5  + 0.4 
DIN 324-1 
Length  mm 1220 + 3  
Width mm 2800 + 5 
 
GENERAL PROPERTIES 
 
Scratch Resistance DIN 68861 / T4 Appearance Class 4F 
Micro-scratch Reisistance DIN CEN TS 
16611 
Process A  % 15 
Process B Class 4 
Chemical Resistance 
Detergent Resistance DIN 68861 / T1 
Stress Group 1 Rating 5 
Stress Group 2 Rating > 4 
UV Light Resistance EN 4892-2:2013 Appearance Grey Scale > 4 
Fire Behavior DIN 4102-1 Flammability Rating B2 
 
NOTES 
 
   
   
    
 
  
 
Storage Conditions: 
Product should be kept at room temperature below 30C not exposed to direct sunlight and humidity.","What are the dimensional tolerances specified for RAUVISIO FERRO products, and how do they comply with DIN 324-1 standards?","Hey, what's the deal with the thickness tolerance on this RAUVISIO FERRO thingy? Is it like, super precise or something?"
RAUVISIO ferro Technical Guide.pdf,2,"Contents
03 Information and safety warnings 
05 Product description 
06 T ransport, packaging and storage
08 Prior to processing
09 Processing RAUVISIO ferro 
10 T echnical data 
12 Installation guidelines
13 Operating/maintenance instructions for 
end users
This manual contains safety-related information that requires your 
special attention. It is indicated with the safety alert symbol and the 
signal words described below:
DANGER
Indicates a hazardous situation which, if not 
avoided, will result in death or serious injury.
WARNING
Indicates a hazardous situation which, if not 
avoided, could result in death or serious injury.
CAUTION
Indicates a hazardous situation which, if not 
avoided, could result in minor or moderate injury.
NOTICE Indicates a risk of property damage, including 
damage to the individual components.
DISCLAIMER: The technical suggestions in this guide are designed to 
provide you with the best results when working with RAUVISIO ferro. 
Cover left to right: RAUVISIO ferro Metro Motion, Empire Skyline, Aegean Anchor and Gilded Arrow","What are the specific safety protocols and guidelines outlined for handling RAUVISIO ferro, as indicated by the signal words DANGER, WARNING, CAUTION, NOTICE, and DISCLAIMER?",What's the deal with all these warning symbols? How do I avoid getting hurt or damaging my stuff when working with this product?
RAUVISIO ferro Technical Guide.pdf,3,"Latest version of the technical information
T o ensure your safety and proper use of our products, 
please regularly check whether a more recent version of 
the technical information is available.
You can obtain the latest version of the document from 
your local retailer, your REHAU sales office or download it 
from na.rehau.com/ferro
Proper use
RAUVISIO products may only be planned, processed and 
installed in accordance with this technical information. 
Any other use is in violation of the specifications and is 
therefore prohibited.
Suitability of the material
The relevant, valid technical information is to be observed 
for the processing/assembly and use of RAUVISIO 
products. Our technical information is based on empirical 
values and knowledge acquired up to the time of printing. 
The transmission of this information includes no 
assurances as to the properties of the products 
described. No explicit or implicit guarantee may be 
derived from it. The information does not release the 
user/purchaser from their obligation to assess the 
suitability of this material and the correct processing 
thereof to attain the required results in terms of objective 
and application.
Disclosure of information
It is essential to ensure that your customers, also 
including end customers, are aware of the necessity to 
observe the current technical information as well as 
instructions for the care and use for RAUVISIO products.
The instructions for use and care must be provided to the 
end customer either by yourself or by your customer.
Note to our distribution partners and customers that 
resell RAUVISIO products: 
Please also inform your customers about the need to
observe the current technical information and make it 
available to your customers.
Note to the processor:
Please ensure that at least the installation guidelines and 
the instructions for use and care are made available to 
your customers and processing and installation firms.
Safety information and installation instructions
Observe the instructions on the packaging, accessories 
and installation instructions. Keep the installation 
instructions handy for easy access.
If you do not understand the safety information or the 
individual installation procedures or if something is 
unclear, please contact your REHAU sales office.
Applicable guidelines and safety equipment
Strictly observe all applicable safety and environmental 
regulations as well as the regulations of the trade 
supervisory authority and the employers' liability 
insurance association. Such regulations always take 
precedence over the information and recommendations 
in this technical information.
CAUTION
T o reduce the risk of injury always use safety equipment 
such as
 ▪ Gloves
 ▪ Safety goggles
 ▪ Ear protection
 ▪ Dust mask
Adhesives and auxiliary materials
Strictly observe the safety instructions for any adhesives.
CAUTION
T o reduce the risk of injury always store work equipment 
such as alcohol-based cleaning products and other easily 
flammable materials in safe and well-ventilated places.
Ventilation/extraction, production dust
Dust created by drilling, sawing, sanding or machining 
wood products can expose you to wood dust, a 
substance known to the State of California to cause 
cancer. Avoid inhaling wood dust or use a dust mask or 
other safeguards for personal protection. Appropriate 
protective measures should be taken when processing 
this material.
California residents, visit www.rehau.com/us-en/
ca-prop-65 for more information.
01 Information and safety notes
03","What are the recommended procedures for ensuring compliance with the latest technical information and safety guidelines when processing RAUVISIO products, and what are the consequences of non-compliance?","Hey, I'm new to this product. Can you tell me how to use it safely and what happens if I don't follow the instructions?"
RAUVISIO ferro Technical Guide.pdf,4,"CAUTION
T o reduce the risk of injury do not inhale production dust. 
If you inhale production dust, get fresh air and seek 
medical attention if you experience any symptoms.
Protective measures and disposal
RAUVISIO ferro is a composite made of wooden 
substrate and polymer surface coating, which has 
ecologically sound properties. The dust that forms is not 
toxic. The dust concentration is to be minimized through 
suitable protective measures such as extraction or a dust 
mask.
Dust from RAUVISIO ferro does not pose any specific risk 
of explosion.
Disposal code in accordance with the Waste Catalogue 
Ordinance:
 ▪ 170203/Construction and demolition waste consisting 
of wood, glass, plastic
 ▪ 120105/Waste from mechanical shaping processes 
and from the physical and mechanical surface treat-
ment of metals and plastics (plastic shavings and lathe 
shavings)
Fire behavior
Due to its composition of wooden substrate and PET foil, 
RAUVISIO ferro demonstrates favorable fire behavior and 
is classified as per DIN 4102-B2 as being of normal 
flammability. In case of fire, no toxic substances such as 
heavy metals or halogens are released. The same fire-
fighting techniques can be used as for other construction 
materials containing wood.
WARNING
T o reduce the risk of serious unjury or death use the 
following fire extinguishing procedures.
Extinguishing fires
Suitable extinguishing agents for fighting fires
 ▪ Water spray
 ▪ Foam
 ▪ CO2
 ▪ Extinguishing powder
A water jet is unsuitable for safety reasons.
When extinguishing fires, wear appropriate protective 
clothing and, if necessary, a self-contained breathing 
apparatus.
 04","What are the recommended safety protocols for minimizing exposure to production dust and ensuring proper disposal of RAUVISIO ferro waste, considering its ecologically sound properties and fire behavior classification?","Hey, what's the deal with the dust from this stuff? Is it safe to breathe in? And how do I get rid of it when I'm done using it?"
RAUVISIO ferro Technical Guide.pdf,5,"2.01 Description
RAUVISIO ferro metallic PET surface is a brushed 
metallic print topped with a clear PET film and UV-cured 
lacquer. The surface is laminated on both sides of a high-
quality, super-refined engineered MDF core that is 
CARB2, TSCA Title VI certified. All components are 
provided with perfectly matched REHAU LaserEdge.
RAUVISIO ferro features the following advantages:
 ▪ Soft touch finish
 ▪ Fingerprint, impact and scratch resistant
 ▪ Mold and stain resistant
 ▪ Solid PET with no delamination
 ▪ Double-sided finished panel or cabinet door
2.02 Individual components
Surface
RAUVISIO ferro is a multi-layer, polymer surface, which is 
applied continuously using rollers. The hard coat finish 
guarantees increased chemical and scratch resistance.
Wooden substrate
The use of a homogeneous and finely sanded wooden 
substrate guarantees a smooth finish. The thermoset 
balancing sheet applied enables reliable processing.
Edgeband
The use of a REHAU edgeband material is recommended 
to create a uniform appearance between the RAUVISIO 
ferro surface and the board edge. The best visual results 
are achieved by using REHAU LaserEdge™. No optical 
joint is visible here thanks to the pigmented polymer 
functional layer in the edging color. The REHAU 
LaserEdge edgeband product range can be supplied to 
match the surface in the materials ABS (acrylonitrile-
butadiene-styrene). Correct processing is described in the 
processing guidelines separately. 
For further information, please contact your REHAU sales 
office. The resulting component quality (e.g. adhesion of 
the edgeband, appearance and application properties) 
depends on the machine settings and the board quality 
used and must be checked by the fabricator. Optimum 
machine parameters, tool configuration and cutting 
speeds are to be established individually prior to 
production using a series of samples; the REHAU 
applications engineering department will be happy to 
support you with this
2.03 RAUVISIO ferro composite pressed board
RAUVISIO ferro is available as a large format pressed 
board, 1219 x 2800 x 18.6 mm (48 x 110 x 3/4 in) 
consisting of double-sided lacquered laminate and 
melamine coated MDF board.
02 Product description
05","What is the precise composition of the RAUVISIO ferro metallic PET surface, including the layers and materials used in its construction?",Is the RAUVISIO ferro surface scratch-resistant? Can I use it on cabinets or furniture without worrying about damage?
RAUVISIO ferro Technical Guide.pdf,6,"NOTICE
T o reduce the risk of property damage use the following 
transport, packaging and storage procedures.
3.01 T ransport and loading information
Check the exterior packaging for damage immediately
when the goods arrive:
 ▪ If damage has occurred, open the packaging in the 
presence of the freight carrier and record the damage 
to the goods.
 ▪ This must be confirmed by the haulier with their name, 
company, date and signature.
 ▪ The damage must be reported to the haulier within 24 
hours. Otherwise the haulier's insurance company will 
not accept liability.
T ransport
The boards must not be exposed to temperatures higher 
than 122°F (50° C) during transport to avoid thermal 
overloading of the adhesive/laminate system.
Exposure to extreme temperatures may cause the 
adhesive and surface laminate to interact, which can 
result in orange peel/rippling and thus adversely affect 
the appearance.
Delivery
Boards are shipped loaded on square timber battens or 
pallets to ensure they are kept flat.
 ▪ Ideally, packaging units should be unloaded with a 
forklift or similar appliance.
 ▪ If the required equipment is not available, the boards 
can be unloaded by hand. When doing this, it must be 
ensured that the boards do not become dirty and are 
not subjected to any mechanical loads.
 ▪ Suitable protective equipment, such as gloves, should 
be worn during manual handling as sharp edges can 
cause cuts.
 ▪ The use of transport aids such as suction lifters, lift 
handles and board transporters is recommended for 
handling.
 ▪ Bending is not permitted when transporting the 
RAUVISIO boards horizontally.
3.02 Packaging
Protect the boards with foam non-woven material.
With RAUVISIO ferro, the narrow edges and surfaces
must be protected under all circumstances. Particularly 
when moving, picking and further processing the boards, 
avoid or remove any dirt or foreign materials that may get 
between the individual boards. Otherwise the stack 
weight/dead weight of the boards will inevitably lead to 
pressure marks on the laminate surface.
 ▪ Protect the surfaces with foam non-woven material.
This will prevent any impurities from marking the surface 
when pressure is applied to the surfaces.
3.03 Internal transport and storage
Internal transport
RAUVISIO ferro must be kept flat, level and fully 
supported along its entire length during transportation.
Ideally RAUVISIO ferro should be transported in its 
original packiging. No repacking recommended.
Storage
RAUVISIO ferro is supplied on pallets or square timber 
battens covered with appropriate protective boards. The 
packaging units with RAUVISIO ferro are stackable. Due 
to the stack pressure, however, it is not permitted for 
more than four packaging units to be stacked on top
of one another.
Protecting the packaging units.
The packaging units are to be protected against damage, 
large fluctuations in temperature and humidity, as well
as high UV levels of artificial lighting or direct sunlight.
Store boards flat and level.
RAUVISIO ferro must be kept flat, level and fully 
supported along its entire length during storage and 
03 T ransport, packaging and storage
 06","What are the recommended procedures for inspecting and reporting damage to RAUVISIO boards during transportation, and what measures should be taken to prevent thermal overloading of the adhesive/laminate system?","Hey, I just got my RAUVISIO boards delivered. What do I need to do if they're damaged? And how can I make sure they don't get messed up during transport or storage?"
RAUVISIO ferro Technical Guide.pdf,7,"transportation. It is recommended to store 
boards on the supplied pallet. 
Alternatively, boards must be supported 
by a minimum of evenly spaced timber 
battens of equal size. This will prevent 
bending or warping.
In the event of storage in conditions not in 
line with those described above (pallet or 
on at least 4 equal battens), no assurances 
can be given against warping.
The material must be stored in closed, 
heated rooms in which the room 
temperature is between 59 and 77°F (15 
and 25°C) and the relative humidity is 
between 40 and 60%.
Before opening the packaging unit, the 
goods must have an acclimation period at 
room temperature of at least 48 hours or 
longer depending on the season.
After opening and removing a quantity of 
the product, it must be ensured that the 
cover panel remains on top of the goods 
during re-storage, in order to prevent 
soiling and asymmetrical temperature/
humidity effects (e.g. through drafts or 
heated air) and thus counteract warping or 
surface damage.
07","What are the recommended storage conditions for boards to prevent warping and bending, considering both pallet-based and timber-batten-supported methods?",How do I store my boards so they don't warp or bend? Can I just leave them on a pallet or something?
RAUVISIO ferro Technical Guide.pdf,8,"NOTICE
T o reduce the risk of property damage use the following 
unpacking and conditioning procedures.
4.01 Unpacking
Before opening the packaging unit, the goods must have 
an acclimatization period at room temperature of at least 
48 hours or longer depending on the season.
NOTICE
T o reduce ther risk of property damage use the following 
conditioning procedures.
Carefully unpack the boards.
When opening the packaging, ensure that the surfaces
are not damaged by sliding or sharp objects. Appropriate 
lifting technology must be used to separate the boards.
Open the packaging with package shears.
Do not use sharp objects!
1. Cut the packaging tape.
2. Cut the protective foil vertically.
3. With 2 people and 4 suction cups carefully lift the 
top board vertically, without sliding it, or carefully 
remove carton if individually packed.
4. Remove any debris or contamination that gets 
between the individual boards.
4.02 Checking the boards
Please check the RAUVISIO ferro system components for
the following points before further processing, i.e. 
finishing the goods:
 ▪ External damage such as cracks or dents
 ▪ Surface damage or blemishes
 ▪ Planarity (for pressed boards)
 ▪ Color uniformity within the production batch
The surfaces of RAUVISIO ferro are always supplied with 
a protective film applied. Despite this protective film, it 
may be that there are occasional minor defects in the 
laminates on delivery. This cannot be avoided completely 
due to the production process and does not represent a 
direct cause for complaint.
When grouping different boards into one order, it is to be 
ensured that only boards of the same production number 
are used. When processing sheets with different batch 
numbers, it is imperative to check the color compatibility 
prior to processing.
Color consistency should be checked in natural daylight, 
although bright sunlight should be avoided. In case of 
deviations a colorimeter should be used.
Any costs resulting from checking the above points
shall not borne by REHAU. This also applies to follow-on
costs in the subsequent processing of defective goods.
4.03 Conditioning
RAUVISIO ferro and all other materials to be processed
such as the adhesive and edgebands must be conditioned
at room temperature (at least 64°F [ 18 °C]) for a 
sufficient period of time (at least 48 hours).
Processing is also carried out at room temperature. It is 
to be ensured, in particular in the colder months, that 
conditioning of all boards takes place. If the size of the 
stack prevents the boards in the middle from acclimating 
sufficiently, the acclimation period must be extended 
accordingly.
4.04  Documents for the material warranty
In order to process complaints, the delivery notes for the 
goods and the shipping labels must be retained.
The imprint on the narrow side of the substrate can be 
used to clearly identify the production batch. This must 
be communicated to the REHAU sales office in the event 
of a complaint.
04 Prior to processing
08","What is the recommended acclimatization period for RAUVISIO ferro system components before unpacking and conditioning, considering seasonal variations?",How long do I need to leave these boards sitting around before I can start working with them?
